"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Text direction","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_001.tif","1","","Front Cover","","","","ark:/21198/n1992c","ark:/21198/n1992c/sw43zc5x","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fsw43zc5x"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_002.tif","2","","Inside Front Cover","","","","ark:/21198/n1992c","ark:/21198/n1992c/h008p740","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fh008p740"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_003.tif","3","","Page 1","","","","ark:/21198/n1992c","ark:/21198/n1992c/hq11sf52","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fhq11sf52"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_004.tif","4","","Page 2","","","","ark:/21198/n1992c","ark:/21198/n1992c/pp08t512","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fpp08t512"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_005.tif","5","","Page 3","","","","ark:/21198/n1992c","ark:/21198/n1992c/r561km34","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fr561km34"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_006.tif","6","","Page 4","","","","ark:/21198/n1992c","ark:/21198/n1992c/m130cp0d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fm130cp0d"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_007.tif","7","","Page 5","","","","ark:/21198/n1992c","ark:/21198/n1992c/t782tc9s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Ft782tc9s"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_008.tif","8","","Page 6","","","","ark:/21198/n1992c","ark:/21198/n1992c/sp936f14","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fsp936f14"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_009.tif","9","","Page 7","","","","ark:/21198/n1992c","ark:/21198/n1992c/sm13n143","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fsm13n143"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_010.tif","10","","Page 8","","","","ark:/21198/n1992c","ark:/21198/n1992c/cp48h463","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fcp48h463"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_011.tif","11","","Page 9","","","","ark:/21198/n1992c","ark:/21198/n1992c/nr369p11","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fnr369p11"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_012.tif","12","","Page 10","","","","ark:/21198/n1992c","ark:/21198/n1992c/rr78jz2d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Frr78jz2d"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_013.tif","13","","Page 11","","","","ark:/21198/n1992c","ark:/21198/n1992c/dx14801w","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fdx14801w"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_014.tif","14","","Page 12","","","","ark:/21198/n1992c","ark:/21198/n1992c/zb31w08j","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fzb31w08j"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_015.tif","15","","Page 13","","","","ark:/21198/n1992c","ark:/21198/n1992c/zq12hq98","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fzq12hq98"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_016.tif","16","","Page 14","","","","ark:/21198/n1992c","ark:/21198/n1992c/5c072v0v","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2F5c072v0v"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_017.tif","17","","Page 15","","","","ark:/21198/n1992c","ark:/21198/n1992c/rf63pv27","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Frf63pv27"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_018.tif","18","","Page 16","","","","ark:/21198/n1992c","ark:/21198/n1992c/z361dk5q","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fz361dk5q"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_019.tif","19","","Page 17","","","","ark:/21198/n1992c","ark:/21198/n1992c/k366wj5c","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fk366wj5c"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_020.tif","20","","Page 18","","","","ark:/21198/n1992c","ark:/21198/n1992c/m8574s4q","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fm8574s4q"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_021.tif","21","","Page 19","","","","ark:/21198/n1992c","ark:/21198/n1992c/kw38b18z","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fkw38b18z"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_022.tif","22","","Page 20","","","","ark:/21198/n1992c","ark:/21198/n1992c/b6006w3s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fb6006w3s"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_023.tif","23","","Page 21","","","","ark:/21198/n1992c","ark:/21198/n1992c/s771nv2w","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fs771nv2w"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_024.tif","24","","Page 22","","","","ark:/21198/n1992c","ark:/21198/n1992c/wc64p29k","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fwc64p29k"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_025.tif","25","","Page 23","","","","ark:/21198/n1992c","ark:/21198/n1992c/ck25d84d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fck25d84d"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_026.tif","26","","Page 24","","","","ark:/21198/n1992c","ark:/21198/n1992c/bd72978m","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fbd72978m"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_027.tif","27","","Page 25","","","","ark:/21198/n1992c","ark:/21198/n1992c/pv76649b","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fpv76649b"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_028.tif","28","","Page 26","","","","ark:/21198/n1992c","ark:/21198/n1992c/sm345887","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fsm345887"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_029.tif","29","","Page 27","","","","ark:/21198/n1992c","ark:/21198/n1992c/6322kf8x","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2F6322kf8x"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_030.tif","30","","Page 28","","","","ark:/21198/n1992c","ark:/21198/n1992c/wk08jp29","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fwk08jp29"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_031.tif","31","","Page 29","","","","ark:/21198/n1992c","ark:/21198/n1992c/s443cg78","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fs443cg78"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_032.tif","32","","Page 30","","","","ark:/21198/n1992c","ark:/21198/n1992c/9061d66n","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2F9061d66n"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_033.tif","33","","Page 31","","","","ark:/21198/n1992c","ark:/21198/n1992c/bj85m03b","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fbj85m03b"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_034.tif","34","","Page 32","","","","ark:/21198/n1992c","ark:/21198/n1992c/sm99jb61","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fsm99jb61"
"Masters/othermasters/dl_toganoo/masters/2750450/ucla_2750450_035.tif","35","","Page 33","","","","ark:/21198/n1992c","ark:/21198/n1992c/zf11hg76","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1992c%2Fzf11hg76"
