Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,viewingHint,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Language,Description.note,Date.normalized,Date.creation,Title,Alt ID.local,IIIF Manifest URL
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccdb,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccdb%2Fsg80jf25,still image,pd_usfed,,,,,Hangzhou_DZB1211-500049L006001_6_a,Hangzhou_DZB1211-500049L006001_6_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccdb/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccgc,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccgc%2F5p87z648,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DA018_18_a,Jiaodong_DS1103-2183DA018_18_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccgc/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcchw,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcchw%2F8t95gn1c,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DA019_19_a,Jiaodong_DS1103-2183DA019_19_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcchw/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccjd,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccjd%2Fh2352f9g,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DA021_21_a,Jiaodong_DS1103-2183DA021_21_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccjd/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcckx,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcckx%2F9j52bc9k,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DA022_22_a,Jiaodong_DS1103-2183DA022_22_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcckx/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccmf,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccmf%2Fjq061v0v,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DA023_23_a,Jiaodong_DS1103-2183DA023_23_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccmf/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccnz,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccnz%2Fm884ph1m,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DA024_24_a,Jiaodong_DS1103-2183DA024_24_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccnz/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccpg,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccpg%2Fv3933x4q,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DF013_13_a,Jiaodong_DS1103-2183DF013_13_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccpg/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccq0,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccq0%2F1n10qh46,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DF016_16_a,Jiaodong_DS1103-2183DF016_16_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccq0/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccrh,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccrh%2Fqb82hq8q,still image,pd_usfed,,,,,Jiaodong_DS1103-2183DF017_17_a,Jiaodong_DS1103-2183DF017_17_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccrh/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccs1,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccs1%2F4m34vp1r,still image,pd_usfed,,,,,Laishan_DS1103-2183DF015_15_a,Laishan_DS1103-2183DF015_15_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccs1/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccv2,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccv2%2Frm34nd5z,still image,pd_usfed,,,,,Liangzhu_DS1106-2086DA079_79_a,Liangzhu_DS1106-2086DA079_79_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccv2/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccwk,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccwk%2F01345w6d,still image,pd_usfed,,,,,Linfen_DS1105-1038DF068_68_a,Linfen_DS1105-1038DF068_68_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccwk/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccx3,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccx3%2Fb906jc4z,still image,pd_usfed,,,,,Linyin_Lanshan_District_Shandong_DS1115-2167DF046_46_a,Linyin_Lanshan_District_Shandong_DS1115-2167DF046_46_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccx3/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd0m,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd0m%2Fxj60kd7s,still image,pd_usfed,,,,,Luoyang_Region_DS1102-2135DF122_122_a,Luoyang_Region_DS1102-2135DF122_122_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd0m/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd14,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd14%2Fwg64qc71,still image,pd_usfed,,,,,Luoyang_Region_DS1105-2183DF092_92_a,Luoyang_Region_DS1105-2183DF092_92_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd14/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd2n,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd2n%2Fgq18rw0q,still image,pd_usfed,,,,,Luoyang_Region_DS1111-1063AA024_24_a,Luoyang_Region_DS1111-1063AA024_24_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd2n/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd35,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd35%2F2m388t7p,still image,pd_usfed,,,,,Luoyang_Region_DS1111-1063AF017_17_a,Luoyang_Region_DS1111-1063AF017_17_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd35/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd4p,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd4p%2Fm594kw47,still image,pd_usfed,,,,,Luoyang_Region_DS1111-1063AF019_19_a,Luoyang_Region_DS1111-1063AF019_19_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd4p/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd56,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd56%2Fnr05db9r,still image,pd_usfed,,,,,Mangshan_DS1108-2135DA036_36_a,Mangshan_DS1108-2135DA036_36_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd56/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd6q,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd6q%2Fns552j8x,still image,pd_usfed,,,,,Mengyin_Shandong_DS1115-2167DF041_41_a,Mengyin_Shandong_DS1115-2167DF041_41_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd6q/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd77,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd77%2Fgm78v43k,still image,pd_usfed,,,,,Northern_Shanxi_DS1102-2135DA103_103_a,Northern_Shanxi_DS1102-2135DA103_103_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd77/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd8r,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd8r%2Fg7569p4n,still image,pd_usfed,,,,,Northern_Shanxi_DS1102-2135DA105_105_a,Northern_Shanxi_DS1102-2135DA105_105_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd8r/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcd98,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcd98%2Fck777w7g,still image,pd_usfed,,,,,Northern_Shanxi_DS1102-2135DF096_96_a,Northern_Shanxi_DS1102-2135DF096_96_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcd98/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdbs,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdbs%2F4t669p1n,still image,pd_usfed,,,,,Northern_Shanxi_DS1102-2135DF097_97_a,Northern_Shanxi_DS1102-2135DF097_97_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdbs/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdc9,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdc9%2Fgn58zb41,still image,pd_usfed,,,,,Northern_Shanxi_DS1102-2135DF098_98_a,Northern_Shanxi_DS1102-2135DF098_98_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdc9/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcddt,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcddt%2Fgw26j24c,still image,pd_usfed,,,,,Northern_Shanxi_DS1102-2135DF099_99_a,Northern_Shanxi_DS1102-2135DF099_99_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcddt/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdfb,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdfb%2Fvz51c442,still image,pd_usfed,,,,,Northern_Shanxi_DS1102-2135DF100_100_a,Northern_Shanxi_DS1102-2135DF100_100_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdfb/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdgv,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdgv%2F6j06dd2n,still image,pd_usfed,,,,,Northern_Shanxi_DS1105-2183DA076_76_a,Northern_Shanxi_DS1105-2183DA076_76_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdgv/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdhc,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdhc%2Fsm25r49b,still image,pd_usfed,,,,,Northern_Shanxi_DS1105-2183DA077_77_a,Northern_Shanxi_DS1105-2183DA077_77_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdhc/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdjw,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdjw%2Fnd099c52,still image,pd_usfed,,,,,Northern_Shanxi_DS1105-2183DA078_78_a,Northern_Shanxi_DS1105-2183DA078_78_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdjw/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdkd,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdkd%2Frb41kp59,still image,pd_usfed,,,,,Northern_Shanxi_DS1105-2183DF070_70_a,Northern_Shanxi_DS1105-2183DF070_70_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdkd/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdmx,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdmx%2Ffc965d7j,still image,pd_usfed,,,,,Northern_Shanxi_DS1105-2183DF071_71_a,Northern_Shanxi_DS1105-2183DF071_71_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdmx/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdnf,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdnf%2Fcm93393j,still image,pd_usfed,,,,,Northern_Shanxi_DS1105-2183DF072_72_a,Northern_Shanxi_DS1105-2183DF072_72_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdnf/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdpz,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdpz%2Fdq25c74f,still image,pd_usfed,,,,,Northern_Shanxi_DS1105-2183DF073_73_a,Northern_Shanxi_DS1105-2183DF073_73_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdpz/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdqg,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdqg%2Fv143hg4c,still image,pd_usfed,,,,,Northern_Shanxi_DS1106-1038DA237_237_a,Northern_Shanxi_DS1106-1038DA237_237_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdqg/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdr0,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdr0%2F0v694h90,still image,pd_usfed,,,,,Northern_Shanxi_DS1106-1038DF228_228_a,Northern_Shanxi_DS1106-1038DF228_228_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdr0/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdsh,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdsh%2Fm564955z,still image,pd_usfed,,,,,Northern_Shanxi_DS1106-1038DF230_230_a,Northern_Shanxi_DS1106-1038DF230_230_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdsh/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdt1,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdt1%2F1g23vk0j,still image,pd_usfed,,,,,Northern_Shanxi_DS1110-2232DF088_88_a,Northern_Shanxi_DS1110-2232DF088_88_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdt1/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdvj,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdvj%2F4x28q26t,still image,pd_usfed,,,,,Northern_Shanxi_DS1116-1151DF041_41_a,Northern_Shanxi_DS1116-1151DF041_41_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdvj/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdw2,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdw2%2F7n37v51w,still image,pd_usfed,,,,,Quanzhou_DS1106-2070DA267_267_a,Quanzhou_DS1106-2070DA267_267_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdw2/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdxk,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdxk%2Fj8117k68,still image,pd_usfed,,,,,Quanzhou_DS1106-2070DA270_270_a,Quanzhou_DS1106-2070DA270_270_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdxk/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcdz3,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdz3%2Fpn98c64g,still image,pd_usfed,,,,,Quanzhou_DS1106-2070DF261_261_a,Quanzhou_DS1106-2070DF261_261_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcdz3/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf03,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf03%2Fjk64b73j,still image,pd_usfed,,,,,Quanzhou_DS1106-2070DF264_264_a,Quanzhou_DS1106-2070DF264_264_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf03/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf1m,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf1m%2F7s95rr9d,still image,pd_usfed,,,,,Qufu-Jining_Shandong_DS1115-2167DF041_41_c,Qufu-Jining_Shandong_DS1115-2167DF041_41_c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf1m/manifest
