"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","viewingHint","Text direction","Visibility","IIIF Range","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Name.repository","Title","Format.extent","Date.normalized","Date.creation","Description.note","AltTitle.uniform","OPAC URL","Description.abstract","AltTitle.other","Place of origin","Publisher.publisherName","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Protesta Humana, La, Collection","ark:/21198/zz0025k925","ark:/21198/zz0025k8vk","2","Completed","Page","lapro/image/21198-zz0025k925_1700115_master.tif","1","","","","pd","","","","","published","","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025k925",""
"Protesta Humana, La, Collection","ark:/21198/zz0025k93p","ark:/21198/zz0025k8vk","2","Completed","Page","lapro/image/21198-zz0025k93p_1700118_master.tif","2","","","","pd","","","","","published","","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025k93p",""
"Protesta Humana, La, Collection","ark:/21198/zz0025k946","ark:/21198/zz0025k8vk","2","Completed","Page","lapro/image/21198-zz0025k946_1700121_master.tif","3","","","","pd","","","","","published","","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025k946",""
"Protesta Humana, La, Collection","ark:/21198/zz0025k95q","ark:/21198/zz0025k8vk","2","Completed","Page","lapro/image/21198-zz0025k95q_1700124_master.tif","4","","","","pd","","","","","published","","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025k95q",""
