Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002k78v2/1284jv8v,ark:/21198/zz002k78v2,,,Page,Masters/Maps/east_asian_maps/image/srgb/21198-zz002k78v2_2386928_master.tif,4,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k78v2%2F1284jv8v
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8cs,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NE49_1_ED1.tif,2,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1093000|~|southernmost:N0190000|~|westernmost:E1080000|~|northernmost:N0200000,Ch'ang-Chiang,G7810_S250_U54_NE49_1_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8cs
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8d9,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NE49_1_ED2.tif,3,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1093000|~|northernmost:N0200000|~|westernmost:E1080000|~|southernmost:N0190000,Ch'ang-Chiang,G7810_S250_U54_NE49_1_ED2|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,昌江,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8d9
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8ft,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NE49_2_ED1.tif,4,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1093000|~|easternmost:E1110300|~|northernmost:N0200000|~|southernmost:N0190000,Ch'eng-Mai,G7810_S250_U54_NE49_2_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8ft
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8gb,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NE49_2_ED2.tif,5,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1093000|~|easternmost:E1110030|~|northernmost:N0200000|~|southernmost:N0190000,Ch'eng-Mai,G7810_S250_U54_NE49_2_ED2|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,澄邁,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8gb
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8hv,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NE49_5_ED1.tif,6,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0180000|~|easternmost:E1093000|~|northernmost:N0190000|~|westernmost:E1080000,Yai-Hsien,G7810_S250_U54_NE49_5_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8hv
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8jc,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NE49_5_ED2.tif,7,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0190000|~|easternmost:E1093000|~|southernmost:N0180000|~|westernmost:E1080000,Yai-Hsien,G7810_S250_U54_NE49_5_ED2|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,崖縣,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8jc
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8kw,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NE49_6_ED1.tif,8,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1093000|~|easternmost:E1110000|~|northernmost:N0190000|~|southernmost:N0180000,Wan-Ning,G7810_S250_U54_NE49_6_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8kw
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8md,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NE49_6_ED2.tif,9,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0190000|~|southernmost:N0180000|~|westernmost:E1093000|~|easternmost:E1110000,Wan-Ning,G7810_S250_U54_NE49_6_ED2|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,萬寧,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8md
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8nx,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF47_12_ED2.tif,10,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1003000|~|easternmost:E1020000|~|northernmost:N0220000|~|southernmost:N0210000,Muong Sing,G7810_S250_U54_NF47_12_ED2|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8nx
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8pf/8z04n336,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF47_3_ED1_A.tif,11,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0990000|~|northernmost:N0240000|~|easternmost:E1003000|~|southernmost:N0230000,Mien-Ning Page 1,G7810_S250_U54_NF47_3_ED1_A|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,緬寗,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8pf%2F8z04n336
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8pf/9507615x,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF47_3_ED1_B.tif,12,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0990000|~|northernmost:N0240000|~|easternmost:E1003000|~|southernmost:N0230000,Mien-Ning Page 2,G7810_S250_U54_NF47_3_ED1_A|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,緬寗,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8pf%2F9507615x
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8qz,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF47_4_ED1.tif,13,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1020000|~|southernmost:N0230000|~|westernmost:E1003000|~|northernmost:N0240000,Ning-Erh,G7810_S250_U54_NF47_4_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,寗洱,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8qz
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8rg/4n79vr58,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF47_7_ED1_A.tif,14,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0990000|~|northernmost:N0225958|~|easternmost:E1003000|~|southernmost:N0220000,Lan-Ts'ang Page 1,G7810_S250_U54_NF47_7_ED1_A|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,瀾滄,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8rg%2F4n79vr58
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8rg/jm35nw1w,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF47_7_ED1_B.tif,15,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0990000|~|northernmost:N0225958|~|easternmost:E1003000|~|southernmost:N0220000,Lan-Ts'ang Page 2,G7810_S250_U54_NF47_7_ED1_A|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,瀾滄,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8rg%2Fjm35nw1w
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8s0,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF47_8_ED1.tif,16,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1003000|~|northernmost:N0225958|~|easternmost:E1020000|~|southernmost:N0220000,Ssu-Mao,G7810_S250_U54_NF47_8_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8s0
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8th,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF48_1_ED1.tif,17,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1020007|~|easternmost:E1033000|~|northernmost:N0235958|~|southernmost:N0230000,Meng-Tzu,G7810_S250_U54_NF48_1_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8th
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8v1,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF48_2_ED1.tif,18,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1033000|~|easternmost:E1050000|~|northernmost:N0235958|~|southernmost:N0230000,Wen-Shan,G7810_S250_U54_NF48_2_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8v1
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8wj,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF48_3_ED1.tif,19,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1050000|~|easternmost:E1063000|~|northernmost:N0235958|~|southernmost:N0230000,Fu-Ning,G7810_S250_U54_NF48_3_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8wj
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8x2,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF48_4_ED1.tif,20,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1063000|~|easternmost:E1080019|~|northernmost:N0240000|~|southernmost:N0230000,Pai-Se,G7810_S250_U54_NF48_4_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8x2
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc8zk,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF48_5_ED1.tif,21,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1020000|~|easternmost:E1033000|~|northernmost:N0225958|~|southernmost:N0220000,Lai Chau,G7810_S250_U54_NF48_5_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc8zk
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc90k,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF48_6_ED1.tif,22,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1033000|~|easternmost:E1050000|~|northernmost:N0225958|~|southernmost:N0220000,Lao Kay,G7810_S250_U54_NF48_6_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc90k
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc913,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_1_ED1.tif,23,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1080000|~|easternmost:E1093000|~|northernmost:N0240000|~|southernmost:N0230000,Lai-Pin,G7810_S250_U54_NF49_1_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc913
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc92m,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_2_ED1.tif,24,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1093000|~|easternmost:E1110000|~|northernmost:N0240000|~|southernmost:N0230000,Kuei-P'ing,G7810_S250_U54_NF49_2_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc92m
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc934,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_3_ED1.tif,25,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1110000|~|easternmost:E1123000|~|northernmost:N0240000|~|southernmost:N0230000,Wu-Chou,G7810_S250_U54_NF49_3_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc934
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc94n/9j80vh50,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_4_ED1_A.tif,1,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1123000|~|northernmost:N0240000|~|southernmost:N0230000|~|easternmost:E1140000,Kuang-Chou Page 1,G7810_S250_U54_NF49_4_ED1_A|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc94n%2F9j80vh50
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc94n/r9399j21,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_4_ED1_B.tif,2,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1123000|~|northernmost:N0240000|~|southernmost:N0230000|~|easternmost:E1140000,Kuang-Chou Page 2,G7810_S250_U54_NF49_4_ED1_A|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc94n%2Fr9399j21
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc955,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_5_ED1.tif,27,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1080000|~|easternmost:E1093000|~|northernmost:N0230000|~|southernmost:N0220000,Nan-Ning,G7810_S250_U54_NF49_5_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc955
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc96p,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_6_ED1.tif,28,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1093000|~|easternmost:E1110000|~|northernmost:N0230000|~|southernmost:N0220000,Yu-Lin,G7810_S250_U54_NF49_6_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc96p
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc976,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_7_ED1.tif,29,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1110000|~|easternmost:E1123000|~|northernmost:N0230000|~|southernmost:N0220000,Lo-Ting,G7810_S250_U54_NF49_7_ED1|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc976
East Asian Maps in the Bruman Collection,ark:/21198/zz002hc98q/8v31pn38,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F1/srgb/G7810_S250_U54_NF49_8_ED1_A.tif,1,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1140000|~|southernmost:N0220000|~|westernmost:E1123000|~|northernmost:N0230000,Chung-Shan Page 1,G7810_S250_U54_NF49_8_ED1_A|~|G7810_S250_U54_F1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hc98q%2F8v31pn38
