"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Subject","Description.note","Summary","Title","Alt ID.local","Opac URL","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjj8","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_001.tif","1","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 1","uclamss_107_b13_f02_001","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjj8",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjks","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_002.tif","2","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 2","uclamss_107_b13_f02_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjks",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjm9","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_003.tif","3","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 3","uclamss_107_b13_f02_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjm9",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjnt","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_004.tif","4","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 4","uclamss_107_b13_f02_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjnt",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjpb","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_005.tif","5","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 5","uclamss_107_b13_f02_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjpb",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjqv","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_006.tif","6","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 6","uclamss_107_b13_f02_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjqv",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjrc","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_007.tif","7","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 7","uclamss_107_b13_f02_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjrc",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjsw","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_008.tif","8","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 8","uclamss_107_b13_f02_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjsw",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjtd","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_009.tif","9","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 9","uclamss_107_b13_f02_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjtd",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dvjvx","ark:/21198/zz002dvjhr","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b13_f02_010.tif","10","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 13, Folder 2, 10","uclamss_107_b13_f02_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvjvx",""
