Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject.topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz0028q06x,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_001r.tif,1,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 1r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q07f,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_001v.tif,2,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 1v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q08z,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_002r.tif,3,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 2r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q09g,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_002v.tif,4,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 2v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0b0,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_003r.tif,5,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 3r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0ch,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_003v.tif,6,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 3v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0d1,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_004r.tif,7,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 4r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0fj,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_004v.tif,8,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 4v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0g2,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_005r.tif,9,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 5r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0hk,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_005v.tif,10,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 5v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0j3,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_006r.tif,11,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 6r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0km,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_006v.tif,12,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 6v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0m4,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_007r.tif,13,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 7r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028q0nn,ark:/21198/zz0028n27h,2,Completed,Page,StGall/masters/karlsruhe_223/BLB_CodAugPerg_223_007v.tif,14,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 7v,,,,,,,,,,,
