Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject.topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz0028f12r,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_001r.tif,1,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 1r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f138,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_001v.tif,2,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 1v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f14s,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_002r.tif,3,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 2r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f159,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_002v.tif,4,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 2v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f16t,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_003r.tif,5,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 3r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f17b,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_003v.tif,6,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 3v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f18v,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_004r.tif,7,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 4r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f19c,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_004v.tif,8,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 4v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f1bw,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_005r.tif,9,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 5r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028f1cd,ark:/21198/zz00289pmd,2,Completed,Page,StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_005v.tif,10,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 5v,,,,,,,,,,,
