"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933p6","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933p6-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/p6/21198=zz000933p6/ark%2B=21198=zz000933p6.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Location: Denver, Colorado.|~|Performer: Vern Partlow|~|Title from tape: Vern Partlow #2","Round and Round the Cannery","clym200203acwf_srf002-62_side1-02","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 17s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933p6%2Faudiowaveform.dat","","","137.856","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933p6/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933qq","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933qq-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/qq/21198=zz000933qq/ark%2B=21198=zz000933qq.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Location: Denver, Colorado.|~|Performer: Vern Partlow|~|Title from tape: Vern Partlow #2","Declaration of Interdependence","clym200203acwf_srf002-62_side1-03","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 55s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933qq%2Faudiowaveform.dat","","","235.264","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933qq/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933r7","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933r7-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/r7/21198=zz000933r7/ark%2B=21198=zz000933r7.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Location: Denver, Colorado.|~|Title from tape: Vern Partlow #2|~|Performer: Vern Partlow","Newspapermen Meet Such Interesting People","clym200203acwf_srf002-62_side1-04","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","05m 10s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933r7%2Faudiowaveform.dat","","","310.421333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933r7/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933sr","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933sr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/sr/21198=zz000933sr/ark%2B=21198=zz000933sr.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Title from tape: Vern Partlow #2|~|Performer: Vern Partlow|~|Location: Denver, Colorado.","Ballad of the Rewrite Man","clym200203acwf_srf002-62_side1-05","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 46s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933sr%2Faudiowaveform.dat","","","226.176","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933sr/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933t8","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933t8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/t8/21198=zz000933t8/ark%2B=21198=zz000933t8.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Location: Denver, Colorado.|~|Performer: Vern Partlow|~|Title from tape: Vern Partlow #2","Background of Old Man Atom & Old Man Atom","clym200203acwf_srf002-62_side1-06","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","09m 06s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933t8%2Faudiowaveform.dat","","","546.325333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933t8/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933vs","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933vs-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/vs/21198=zz000933vs/ark%2B=21198=zz000933vs.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Title from tape: Vern Partlow #2|~|Performer: Vern Partlow|~|Location: Denver, Colorado.","Background of Old Man Atom","clym200203acwf_srf002-62_side1-07","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 18s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933vs%2Faudiowaveform.dat","","","78.933333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933vs/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933w9","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933w9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/w9/21198=zz000933w9/ark%2B=21198=zz000933w9.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Performer: Vern Partlow|~|Title from tape: Vern Partlow #2|~|Location: Denver, Colorado.","Old Jewish Song","clym200203acwf_srf002-62_side2-01","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 02s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933w9%2Faudiowaveform.dat","","","122.901333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933w9/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933xt","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933xt-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/xt/21198=zz000933xt/ark%2B=21198=zz000933xt.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Title from tape: Vern Partlow #2|~|Performer: Vern Partlow|~|Location: Denver, Colorado.","Streets of Laredo & Background of Streets of Laredo","clym200203acwf_srf002-62_side2-02","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","08m 00s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933xt%2Faudiowaveform.dat","","","480.298667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933xt/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000933zb","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000933zb-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/33/zb/21198=zz000933zb/ark%2B=21198=zz000933zb.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Title from tape: Vern Partlow #2|~|Performer: Vern Partlow|~|Location: Denver, Colorado.","Mell of Maraganansett Bay","clym200203acwf_srf002-62_side2-03","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 11s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000933zb%2Faudiowaveform.dat","","","191.722667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000933zb/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0009340b","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0009340b-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/34/0b/21198=zz0009340b/ark%2B=21198=zz0009340b.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Performer: Vern Partlow|~|Location: Denver, Colorado.|~|Title from tape: Vern Partlow #2","Little Mohee","clym200203acwf_srf002-62_side2-04","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","07m 06s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009340b%2Faudiowaveform.dat","","","426.048","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009340b/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000934jm","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000934jm-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/34/jm/21198=zz000934jm/ark%2B=21198=zz000934jm.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Title from tape: Vern Partlow #2|~|Performer: Vern Partlow|~|Location: Denver, Colorado.","The Frozen Girl & Additional Verses of Frozen Girl","clym200203acwf_srf002-62_side2-05","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 49s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000934jm%2Faudiowaveform.dat","","","229.397333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000934jm/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000934k4","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000934k4-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/34/k4/21198=zz000934k4/ark%2B=21198=zz000934k4.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Title from tape: Vern Partlow #2|~|Location: Denver, Colorado.|~|Performer: Vern Partlow","Personal Background & Don't Ever Marry An Old Man","clym200203acwf_srf002-62_side2-06","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","05m 18s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000934k4%2Faudiowaveform.dat","","","318.976","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000934k4/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000934mn","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000934mn-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/34/mn/21198=zz000934mn/ark%2B=21198=zz000934mn.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Vern Partlow|~|Location: Denver, Colorado.|~|Performer: Vern Partlow|~|Title from tape: Vern Partlow #2","Old Czech Folk Song & Old Czech Polka & She's Too Fat For Me","clym200203acwf_srf002-62_side2-07","1958-05","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 10s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000934mn%2Faudiowaveform.dat","","","130.88","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000934mn/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000934n5","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000934n5-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/34/n5/21198=zz000934n5/ark%2B=21198=zz000934n5.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","John Henry;Swannanoa Tunnel;Wayfairin Stranger;Rovin' Gambler.|~|Recorded by: Roberta Ann Shechter|~|Performer: Kathy Morgan|~|Title from tape: Kathy Morgan","clym200203acwf_srf005-62_side1-01","clym200203acwf_srf005-62_side1-01","1962-10","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","16m 03s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000934n5%2Faudiowaveform.dat","","","963.8","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000934n5/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000934pp","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000934pp-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/34/pp/21198=zz000934pp/ark%2B=21198=zz000934pp.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Performer: Kathy Morgan|~|Title from tape: Kathy Morgan","Ballad of Kidder Cole & Careless Love & Down In the Valley","clym200203acwf_srf005-62_side1-02","1962-10","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","15m 04s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000934pp%2Faudiowaveform.dat","","","904.616","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000934pp/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093bx6","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093bx6-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3b/x6/21198=zz00093bx6/ark%2B=21198=zz00093bx6.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Title from tape: Kathy Morgan|~|Performer: Kathy Morgan","Cindy","clym200203acwf_srf005-62_side1-03","1962-10","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","00m 57s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093bx6%2Faudiowaveform.dat","","","57.514667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093bx6/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093bzq","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093bzq-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3b/zq/21198=zz00093bzq/ark%2B=21198=zz00093bzq.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter|~|Location: Los Angeles, California.|~|Title from tape: Yaakov Shechter * Israeli Folklore","Oogah-Oogah (Circle, Circle)","clym200203acwf_srf006-62_side1-01","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 28s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093bzq%2Faudiowaveform.dat","","","148.437333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093bzq/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c0q","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c0q-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/0q/21198=zz00093c0q/ark%2B=21198=zz00093c0q.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Location: Los Angeles, California.|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter","Baladi Yah Baladi (My Country) & Seh Oogdi (A Lamb and a Kid)","clym200203acwf_srf006-62_side1-02","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 23s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c0q%2Faudiowaveform.dat","","","203.349333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c0q/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c17","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c17-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/17/21198=zz00093c17/ark%2B=21198=zz00093c17.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.|~|Khatool Ganav (The Robber Cat);Koom Bachoor (Wake Up Lazy Youth);Ho Ho Mi Zeh Bah (Ho Ho Who Is Coming);Echad Shnayim (One Two);Eins Zwei (One Two)","clym200203acwf_srf006-62_side1-03","clym200203acwf_srf006-62_side1-03","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","06m 18s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c17%2Faudiowaveform.dat","","","378.069333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c17/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c2r","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c2r-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/2r/21198=zz00093c2r/ark%2B=21198=zz00093c2r.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Location: Los Angeles, California.|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter|~|Title from tape: Yaakov Shechter * Israeli Folklore","Hashkediyah Porachat (The Almond Tree is Blooming)","clym200203acwf_srf006-62_side1-04","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 40s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c2r%2Faudiowaveform.dat","","","100.864","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c2r/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c38","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c38-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/38/21198=zz00093c38/ark%2B=21198=zz00093c38.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Location: Los Angeles, California.|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore","Mimromim (From Heaven)","clym200203acwf_srf006-62_side1-05","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 41s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c38%2Faudiowaveform.dat","","","101.898667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c38/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c4s","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c4s-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/4s/21198=zz00093c4s/ark%2B=21198=zz00093c4s.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter","Tzolelet Germanit (A German Submarine)","clym200203acwf_srf006-62_side1-06","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 00s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c4s%2Faudiowaveform.dat","","","60.544","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c4s/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c59","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c59-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/59/21198=zz00093c59/ark%2B=21198=zz00093c59.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter","La Grande Mussolini (Big Mussolini)","clym200203acwf_srf006-62_side1-07","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","00m 52s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c59%2Faudiowaveform.dat","","","52.885333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c59/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c6t","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c6t-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/6t/21198=zz00093c6t/ark%2B=21198=zz00093c6t.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Location: Los Angeles, California.|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel","Hamishtarah Hbritit (The British Police) & Nesader Otah (We Shall Fix Her)","clym200203acwf_srf006-62_side1-08","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 44s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c6t%2Faudiowaveform.dat","","","164.714667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c6t/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c7b","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c7b-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/7b/21198=zz00093c7b/ark%2B=21198=zz00093c7b.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter|~|Location: Los Angeles, California.","Aliyah Khofsheet (Free Immigration) & MacMichael (The High Commissioner)","clym200203acwf_srf006-62_side1-09","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","05m 38s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c7b%2Faudiowaveform.dat","","","338.389333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c7b/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093c8v","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093c8v-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/8v/21198=zz00093c8v/ark%2B=21198=zz00093c8v.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Location: Los Angeles, California.|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Performer: Yaakov Shechter","King Farouk","clym200203acwf_srf006-62_side1-10","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 30s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093c8v%2Faudiowaveform.dat","","","90.218667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093c8v/manifest"
