Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.author,Name.printer,Subject,Name.editor,Title,AltIdentifier.local,Relation.rectoVerso,Description.note,Date.publication,Publisher.publisherName,Date.normalized,Publisher.placeOfOrigin
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stbg,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0269.tif,269,,,,,,,text,pd,,,,,,,Page 262,pasc_antiphonarium_1685_0269,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stc0,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0270.tif,270,,,,,,,text,pd,,,,,,,Page 263,pasc_antiphonarium_1685_0270,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stdh,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0271.tif,271,,,,,,,text,pd,,,,,,,Page 264,pasc_antiphonarium_1685_0271,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stf1,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0272.tif,272,,,,,,,text,pd,,,,,,,Page 265,pasc_antiphonarium_1685_0272,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stgj,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0273.tif,273,,,,,,,text,pd,,,,,,,Page 266,pasc_antiphonarium_1685_0273,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sth2,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0274.tif,274,,,,,,,text,pd,,,,,,,Page 267,pasc_antiphonarium_1685_0274,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stjk,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0275.tif,275,,,,,,,text,pd,,,,,,,Page 268,pasc_antiphonarium_1685_0275,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stk3,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0276.tif,276,,,,,,,text,pd,,,,,,,Page 269,pasc_antiphonarium_1685_0276,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stmm,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0277.tif,277,,,,,,,text,pd,,,,,,,Page 270,pasc_antiphonarium_1685_0277,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stn4,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0278.tif,278,,,,,,,text,pd,,,,,,,Page 271,pasc_antiphonarium_1685_0278,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stpn,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0279.tif,279,,,,,,,text,pd,,,,,,,Page 272,pasc_antiphonarium_1685_0279,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stq5,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0280.tif,280,,,,,,,text,pd,,,,,,,Page 273,pasc_antiphonarium_1685_0280,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028strp,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0281.tif,281,,,,,,,text,pd,,,,,,,Page 274,pasc_antiphonarium_1685_0281,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sts6,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0282.tif,282,,,,,,,text,pd,,,,,,,Page 275,pasc_antiphonarium_1685_0282,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sttq,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0283.tif,283,,,,,,,text,pd,,,,,,,Page 276,pasc_antiphonarium_1685_0283,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stv7,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0284.tif,284,,,,,,,text,pd,,,,,,,Page 277,pasc_antiphonarium_1685_0284,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stwr,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0285.tif,285,,,,,,,text,pd,,,,,,,Page 278,pasc_antiphonarium_1685_0285,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stx8,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0286.tif,286,,,,,,,text,pd,,,,,,,Page 279,pasc_antiphonarium_1685_0286,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028stzs,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0287.tif,287,,,,,,,text,pd,,,,,,,Page 280,pasc_antiphonarium_1685_0287,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv0s,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0288.tif,288,,,,,,,text,pd,,,,,,,Page 281,pasc_antiphonarium_1685_0288,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv19,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0289.tif,289,,,,,,,text,pd,,,,,,,Page 282,pasc_antiphonarium_1685_0289,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv2t,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0290.tif,290,,,,,,,text,pd,,,,,,,Page 283,pasc_antiphonarium_1685_0290,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv3b,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0291.tif,291,,,,,,,text,pd,,,,,,,Page 284,pasc_antiphonarium_1685_0291,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv4v,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0292.tif,292,,,,,,,text,pd,,,,,,,Page 285,pasc_antiphonarium_1685_0292,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv5c,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0293.tif,293,,,,,,,text,pd,,,,,,,Page 286,pasc_antiphonarium_1685_0293,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv6w,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0294.tif,294,,,,,,,text,pd,,,,,,,Page 287,pasc_antiphonarium_1685_0294,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv7d,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0295.tif,295,,,,,,,text,pd,,,,,,,Page 288,pasc_antiphonarium_1685_0295,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv8x,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0296.tif,296,,,,,,,text,pd,,,,,,,Page 289,pasc_antiphonarium_1685_0296,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sv9f,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0297.tif,297,,,,,,,text,pd,,,,,,,Page 290,pasc_antiphonarium_1685_0297,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svbz,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0298.tif,298,,,,,,,text,pd,,,,,,,Page 291,pasc_antiphonarium_1685_0298,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svcg,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0299.tif,299,,,,,,,text,pd,,,,,,,Page 292,pasc_antiphonarium_1685_0299,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svd0,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0300.tif,300,,,,,,,text,pd,,,,,,,Page 293,pasc_antiphonarium_1685_0300,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svfh,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0301.tif,301,,,,,,,text,pd,,,,,,,Page 294,pasc_antiphonarium_1685_0301,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svg1,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0302.tif,302,,,,,,,text,pd,,,,,,,Page 295,pasc_antiphonarium_1685_0302,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svhj,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0303.tif,303,,,,,,,text,pd,,,,,,,Page 296,pasc_antiphonarium_1685_0303,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svj2,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0304.tif,304,,,,,,,text,pd,,,,,,,Page 297,pasc_antiphonarium_1685_0304,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svkk,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0305.tif,305,,,,,,,text,pd,,,,,,,Page 298,pasc_antiphonarium_1685_0305,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svm3,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0306.tif,306,,,,,,,text,pd,,,,,,,Page 299,pasc_antiphonarium_1685_0306,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svnm,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0307.tif,307,,,,,,,text,pd,,,,,,,Page 300,pasc_antiphonarium_1685_0307,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svp4,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0308.tif,308,,,,,,,text,pd,,,,,,,Page 301,pasc_antiphonarium_1685_0308,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svqn,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0309.tif,309,,,,,,,text,pd,,,,,,,Page 302,pasc_antiphonarium_1685_0309,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svr5,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0310.tif,310,,,,,,,text,pd,,,,,,,Page 303,pasc_antiphonarium_1685_0310,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svsp,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0311.tif,311,,,,,,,text,pd,,,,,,,Page 304,pasc_antiphonarium_1685_0311,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svt6,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0312.tif,312,,,,,,,text,pd,,,,,,,Page 305,pasc_antiphonarium_1685_0312,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svvq,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0313.tif,313,,,,,,,text,pd,,,,,,,Page 306,pasc_antiphonarium_1685_0313,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svw7,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0314.tif,314,,,,,,,text,pd,,,,,,,Page 307,pasc_antiphonarium_1685_0314,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svxr,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0315.tif,315,,,,,,,text,pd,,,,,,,Page 308,pasc_antiphonarium_1685_0315,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028svz8,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0316.tif,316,,,,,,,text,pd,,,,,,,Blank page,pasc_antiphonarium_1685_0316,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sw08,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0317.tif,317,,,,,,,text,pd,,,,,,,Back fly leaf,pasc_antiphonarium_1685_0317,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sw1s,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0318.tif,318,,,,,,,text,pd,,,,,,,Inside back cover,pasc_antiphonarium_1685_0318,r,,,,,
