"Object Type","Item ARK","Parent ARK","Title","Item Status ID","Item Status","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.servicesContact","Language","Rights.publicationStatus","Name.repository","Subject.conceptTopic","Name.contributor","Type.genre","Date.creation","Date.normalized","AltTitle.uniform","OPAC URL","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Page","ark:/21198/zz0028vffm","ark:/21198/zz0028vfd3","page 1","2","Completed","accio/image/21198-zz0028vffm_1949062_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vffm",""
"Page","ark:/21198/zz0028vfg4","ark:/21198/zz0028vfd3","page 2","2","Completed","accio/image/21198-zz0028vfg4_1949068_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vfg4",""
"Page","ark:/21198/zz0028vfhn","ark:/21198/zz0028vfd3","page 3","2","Completed","accio/image/21198-zz0028vfhn_1949073_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vfhn",""
"Page","ark:/21198/zz0028vfj5","ark:/21198/zz0028vfd3","page 4","2","Completed","accio/image/21198-zz0028vfj5_1949077_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vfj5",""
